392,8480406362992
391,0488715221156
389,2652029469057
387,49948526677605
385,7540113555664
384,03090064466426
382,33208718949015
380,65931168555926
379,0141172373743
377,3978485871454
375,8116544391001
374,25649246877447
372,73313658337935
371,2421859963266
369,78407569280427
368,3590878901273
366,9673641327191
365,60891770367914
364,2836460797475
362,99134320188807
361,73171137748676
360,5043726710946
359,30887967767796
358,14472560503594
357,0113536201289
355,90816543762975
354,83452914828223
353,7897862999665
352,77325825614247
351,78425186507167
350,8220644792701
349,8859883685437
348,9753145720507
348,0893362354951
347,22735147910356
346,38866584074873
345,5725943366773
344,7784631799713
344,0056111942743
343,253390957583
342,52116970809624
341,80833004137315
341,1142704253386
340,43840555711296
339,7801665832253
339,1390012024722
338,51437366861313
337,9057647081259
337,31267136651064
336,734606794996
336,17109998808075
335,621695481008
335,08595301512526
334,56344717802386
334,0537670244308
333,55651568299123
333,07130995336775
332,5977798974187
332,1355684276697
331,6843308957855
331,24373468332305
330,8134587966564
330,39319346764495
329,982639761326
329,5815091916561
329,1895233461312
328,80641351990226
328,4319203598707
328,0657935191021
327,7077913217728
327,3576804387791
327,0152355740536
326,68023916155437
326,3524810728475
326,0317583351468
325,71787485964114
325,4106411799015
325,10987420014635
324,8153969531092
324,5270383672522
324,2446330430452
323,96802103803697
323,69704766042634
323,43156327085075
323,1714230921007
322,916487026479
322,6666194805207
322,4216891967933
322,18156909251263
321,94613610469963
321,7152710416216
321,4888584402701
321,2667864296251
321,0489465994668
320,8352338745145
320,62554639366226
320,4197853941024
320,2178551001285
320,0196626164247
319,8251178256452
319,6341332901066
319,44662415741425
319,26250806985445
319,0817050773972
318,9041375541462
318,7297301180924
318,55840955403335
318,390104739518
318,22474657368656
318,06226790888536
317,902603484938
317,74568986595585
317,5914653795817
317,4398700585665
317,2908455845735
317,14433523412185
317,000283826574
316,8586376740874
316,71934453343937
316,5823535596535
316,4476152613535
316,31508145776223
316,1847052372902
316,0564409176435
315,9302440073811
315,8060711688731
315,6838801825985
315,5636299127244
315,4452802739188
315,3287921993447
315,21412760979234
315,1012493838957
314,9901213293974
314,88070815541744
314,7729754456871
314,66688963270525
314,5624179727893
314,45952852197615
314,35819011274907
314,25837233155227
314,16004549706145
314,06318063919247
313,96774947880283
313,87372440807434
313,7810784715419
313,68978534775107
313,599819331513
313,5111553167402
313,42376877984077
313,3376357636463
313,2527328618601
